"Finance Cost","Finance Cost"
"Discount for payment at sight","Discount for payment at sight"
"Set up installments and interest","Set up installments and interest"
"Order not found.","Order not found."
"Mercado Pago, refund notification","Mercado Pago, refund notification"
"The order %1, was refunded directly on Mercado Pago, you need to create an offline refund.","The order %1, was refunded directly on Mercado Pago, you need to create an offline refund."
Unavailable.,Unavailable.
"You should not be here...","You should not be here..."
"Order Canceled.","Order Canceled."
"Transaction has been declined. Please try again later.","Transaction has been declined. Please try again later."
"%1 minutes","%1 minutes"
"1 hour","1 hour"
"12 hours","12 hours"
"1 day","1 day"
"Payment for order %1 in store %2","Payment for order %1 in store %2"
Tax,Tax
"Awaiting payment of the Card.","Awaiting payment of the Card."
"Awaiting payment.","Awaiting payment."
"Awaiting payment through Checkout Pro.","Awaiting payment through Checkout Pro."
"Awaiting payment through Pix.","Awaiting payment through Pix."
"The gateway declined the transaction.","The gateway declined the transaction."
"Please select a category","Please select a category"
description,description
Production,Production
"Sandbox - Testing environment","Sandbox - Testing environment"
"Yes, Processed Order Synchronous","Yes, Processed Order Synchronous"
"No, Processed Order Asynchronous","No, Processed Order Asynchronous"
"1 installment","1 installment"
"2 installments","2 installments"
"3 installments","3 installments"
"4 installments","4 installments"
"5 installments","5 installments"
"6 installments","6 installments"
"7 installments","7 installments"
"8 installments","8 installments"
"9 installments","9 installments"
"10 installments","10 installments"
"11 installments","11 installments"
"12 installments","12 installments"
"13 installments","13 installments"
"14 installments","14 installments"
"15 installments","15 installments"
"16 installments","16 installments"
"17 installments","17 installments"
"18 installments","18 installments"
"19 installments","19 installments"
"20 installments","20 installments"
"21 installments","21 installments"
"22 installments","22 installments"
"23 installments","23 installments"
"24 installments","24 installments"
"25 installments","25 installments"
"26 installments","26 installments"
"27 installments","27 installments"
"28 installments","28 installments"
"29 installments","29 installments"
"30 installments","30 installments"
"31 installments","31 installments"
"32 installments","32 installments"
"33 installments","33 installments"
"34 installments","34 installments"
"35 installments","35 installments"
"36 installments","36 installments"
"Do Not Delete","Do Not Delete"
name,name
"Authorization for future capture","Authorization for future capture"
"Authorization for immediate capture","Authorization for immediate capture"
Configure,Configure
Close,Close
"15 minutes","15 minutes"
"30 minutes - recommended","30 minutes - recommended"
"24 hours","24 hours"
"Modal window in store environment","Modal window in store environment"
"Redirection to Mercado Pago environment","Redirection to Mercado Pago environment"
"Cart %1 doesn't contain products","Cart %1 doesn't contain products"
"There was an error when creating the payment. Please try again later.","There was an error when creating the payment. Please try again later."
"It was not possible to save on the installment cost amount","It was not possible to save on the installment cost amount"
"Default Store %1 - Set Data for store id %2 Web Site Id %3","Default Store %1 - Set Data for store id %2 Web Site Id %3"
Finished,Finished
"Store ID: %1 Not allowed for production use","Store ID: %1 Not allowed for production use"
"There was an error saving: %1","There was an error saving: %1"
"Error fetching information: %1","Error fetching information: %1"
"Please check store id %1 credentials","Please check store id %1 credentials"
"Order %1 - Increment Id %2 - state %3","Order %1 - Increment Id %2 - state %3"
"Card - MercadoPago","Card - MercadoPago"
"Checkout Pro - MercadoPago","Checkout Pro - MercadoPago"
"Pix - MercadoPago","Pix - MercadoPago"
"Pse - MercadoPago","Pse - MercadoPago"
"Webpay - MercadoPago","Webpay - MercadoPago"
"Document Type","Document Type"
"Document number","Document number"
Instruction,Instruction
"Due date","Due date"
"In order to comply with PCI regulations, the administrator cannot capture this payment method.","In order to comply with PCI regulations, the administrator cannot capture this payment method."
"Payer Entity Type","Payer Entity Type"
"Financial Institution","Financial Institution"
"Your access credential for store %1 is valid but you don\'t have production use permission. Request approval before use by <a href=\"%2\">click here</a>.","Your access credential for store %1 is valid but you don't have production use permission. Request approval before use by <a href=""%2"">click here</a>."
"Your payment will be valid until","Your payment will be valid until"
"Link for payment","Link for payment"
"Details for payment","Details for payment"
"Verification Code","Verification Code"
"Line Code is","Line Code is"
"Issued on behalf of","Issued on behalf of"
"Mercado Pago partnership code","Mercado Pago partnership code"
"To pay, please scan the QR code","To pay, please scan the QR code"
"or, if you prefer, copy-paste the code","or, if you prefer, copy-paste the code"
"Further instructions","Further instructions"
"The Line Code is","The Line Code is"
Copy,Copy
Copied,Copied
"Enter the ID Document you used in the purchase","Enter the ID Document you used in the purchase"
Pix,Pix
Waiting...,Waiting...
"Place Order","Place Order"
"Payer First Name","Payer First Name"
"Payer Last Name","Payer Last Name"
"Card details","Card details"
"Card number","Card number"
"CVV - Card Verification Value","CVV - Card Verification Value"
"What is this?","What is this?"
"Expiration month","Expiration month"
"Expiration year","Expiration year"
"Card holder full name","Card holder full name"
"Number of installments","Number of installments"
"Save for later use.","Save for later use."
"A 3-digit number in italics on the back of your card.","A 3-digit number in italics on the back of your card."
"Entity Type","Entity Type"
"Please provide a valid document identification.","Please provide a valid document identification."
"Unable to make payment, check card details.","Unable to make payment, check card details."
"Payment Services","Payment Services"
"Permission to set up the module","Permission to set up the module"
"<div class='mercadopago-payment-logo'></div><div class='mercadopago-payment-byline'><p><b>Mercado Pago</b></p><p>It offers payments with credit and debit cards, as well as offline means - in addition to exclusive advantages for those who pay logged into their Mercado Pago account, such as credits, discounts and other special conditions.</p></div>","<div class='mercadopago-payment-logo'></div><div class='mercadopago-payment-byline'><p><b>Mercado Pago</b></p><p>It offers payments with credit and debit cards, as well as offline means - in addition to exclusive advantages for those who pay logged into their Mercado Pago account, such as credits, discounts and other special conditions.</p></div>"
"Technical support available <a href='https://github.com/mercadopago/adb-payment/issues/new/choose'>here</a>.","Technical support available <a href='https://github.com/mercadopago/adb-payment/issues/new/choose'>here</a>."
"Basic Settings","Basic Settings"
"Mercado Pago integration","Mercado Pago integration"
"<p>In order to sell or test a store, you must first enter your test and production credentials.</p><p>Using the account of the collaborator with access to Mercado Pago Seller Account, search the credentials according to the account: <a href='https://www.mercadopago.com/mla/account/credentials' target='_blank'>Argentina</a>, <a href='https://www.mercadopago.com/mlb/account/credentials' target='_blank'>Brazil</a>, <a href='https://www.mercadopago.com/mlc/account/credentials' target='_blank'>Chile</a>, <a href='https://www.mercadopago.com/mco/account/credentials' target='_blank'>Colombia</a>, <a href='https://www.mercadopago.com/mlm/account/credentials' target='_blank'>Mexico</a>, <a href='https://www.mercadopago.com/mlu/account/credentials' target='_blank'>Uruguay</a> and <a href='https://www.mercadopago.com/mpe/account/credentials' target='_blank'>Peru</a>.</p>","<p>In order to sell or test a store, you must first enter your test and production credentials.</p><p>Using the account of the collaborator with access to Mercado Pago Seller Account, search the credentials according to the account: <a href='https://www.mercadopago.com/mla/account/credentials' target='_blank'>Argentina</a>, <a href='https://www.mercadopago.com/mlb/account/credentials' target='_blank'>Brazil</a>, <a href='https://www.mercadopago.com/mlc/account/credentials' target='_blank'>Chile</a>, <a href='https://www.mercadopago.com/mco/account/credentials' target='_blank'>Colombia</a>, <a href='https://www.mercadopago.com/mlm/account/credentials' target='_blank'>Mexico</a>, <a href='https://www.mercadopago.com/mlu/account/credentials' target='_blank'>Uruguay</a> and <a href='https://www.mercadopago.com/mpe/account/credentials' target='_blank'>Peru</a>.</p>"
"Checkout operation mode","Checkout operation mode"
"When operational mode is set as Sandbox, your sales will not be communicated to financial institutions.","When operational mode is set as Sandbox, your sales will not be communicated to financial institutions."
"Public Key - production","Public Key - production"
"Access Token - production","Access Token - production"
"Public Key - Sandbox","Public Key - Sandbox"
"Access Token - Sandbox","Access Token - Sandbox"
"Developers support","Developers support"
Debug,Debug
"We record your store's communications with Mercado Pago in orer to offer a better support. Please note it is not recommended to use the debug mode when your store is in production mode.","We record your store's communications with Mercado Pago in orer to offer a better support. Please note it is not recommended to use the debug mode when your store is in production mode."
"Rewrite notification URL","Rewrite notification URL"
"You can override notification URLs which are automatically generated. In order to use the module's default, please do not fill in this details.","You can override notification URLs which are automatically generated. In order to use the module's default, please do not fill in this details."
"Store Name, Category and Integrator ID","Store Name, Category and Integrator ID"
"Store Name","Store Name"
"This is the store's name as it will appear on the customer's invoice. In case the sale was made through Checkout Pro, the invoice will also show Mercado Pago in the name.","This is the store's name as it will appear on the customer's invoice. In case the sale was made through Checkout Pro, the invoice will also show Mercado Pago in the name."
"Category of your store","Category of your store"
"The product category of your store on Mercado Pago.","The product category of your store on Mercado Pago."
"Integrator ID","Integrator ID"
"With this number, we are able to identify all your transactions and know how many sales were processed using your account. Become a certified Mercado Pago partner and request your integrator_id <a href='https://docs.google.com/forms/d/1EeO__nZuqHf4cb81NpwtDSybPT7COluSZVrXR4A8F7Q/viewform?edit_requested=true' target='_blank'>here</a>.","With this number, we are able to identify all your transactions and know how many sales were processed using your account. Become a certified Mercado Pago partner and request your integrator_id <a href='https://docs.google.com/forms/d/1EeO__nZuqHf4cb81NpwtDSybPT7COluSZVrXR4A8F7Q/viewform?edit_requested=true' target='_blank'>here</a>."
"Sales requirements","Sales requirements"
"Checkout Pro","Checkout Pro"
Enabled,Enabled
Title,Title
"Payment method title at the store's checkout.","Payment method title at the store's checkout."
"Deadline for payment","Deadline for payment"
"Calendar days.","Calendar days."
"Payment completion view","Payment completion view"
"Modal: Buyer will close via modal on the checkout screen. Redirection: Buyer will be redirected to the Mercado Pago website.","Modal: Buyer will close via modal on the checkout screen. Redirection: Buyer will be redirected to the Mercado Pago website."
"Removed payment method","Removed payment method"
"Select the payment methods you do NOT want to accept.","Select the payment methods you do NOT want to accept."
"Installment options limit","Installment options limit"
"It is possible to configure the number of installments in Checkout Pro, but the limit of installments per purchase will also depend on the minimum and maximum amount defined by each flag in the country of your store.","It is possible to configure the number of installments in Checkout Pro, but the limit of installments per purchase will also depend on the minimum and maximum amount defined by each flag in the country of your store."
"Conversion tags","Conversion tags"
"You can link your Checkout Pro sales with external services.","You can link your Checkout Pro sales with external services."
Facebook,Facebook
"Link your sales with Facebook by entering the ID No. and your tracking code.","Link your sales with Facebook by entering the ID No. and your tracking code."
"Google Ads","Google Ads"
"Link your sales with Google Ads by entering the ID No. and your tracking code.","Link your sales with Google Ads by entering the ID No. and your tracking code."
"Link your sales with Google Ads by entering the Label and your tracking code.","Link your sales with Google Ads by entering the Label and your tracking code."
"Customization and Styles","Customization and Styles"
"Set up how the items will appear in the modal window in which the buyer will complete the purchase.","Set up how the items will appear in the modal window in which the buyer will complete the purchase."
"Header Color","Header Color"
"Elements Color","Elements Color"
"Common Payment Method Definitions","Common Payment Method Definitions"
"Minimum order total","Minimum order total"
"Minimum amount to pay with Checkout Pro.","Minimum amount to pay with Checkout Pro."
"Maximum order amount","Maximum order amount"
"Maximum amount to pay with Checkout Pro","Maximum amount to pay with Checkout Pro"
"Payment From Specific Countries","Payment From Specific Countries"
"Countries eligible to use this payment method.","Countries eligible to use this payment method."
"Sort Order","Sort Order"
"Sets up in which order the payment methods will be shown at the Checkout.","Sets up in which order the payment methods will be shown at the Checkout."
"Checkout Transparent","Checkout Transparent"
"Capture of customer details in the payment form","Capture of customer details in the payment form"
"Activate this option if you want to obtain buyer`s documents details, using an additional field on the payment form. Disable it if your store already gets these details.","Activate this option if you want to obtain buyer`s documents details, using an additional field on the payment form. Disable it if your store already gets these details."
"Capture document identification","Capture document identification"
"Capture name","Capture name"
"In case you leave this option active, an additional field in the payment form will obtain this information. If disabled, details will be retrieved directly from other fields within your store.","In case you leave this option active, an additional field in the payment form will obtain this information. If disabled, details will be retrieved directly from other fields within your store."
"Credit and debit cards","Credit and debit cards"
"Enable vault","Enable vault"
"Allows buyer to save the card for future use.","Allows buyer to save the card for future use."
"Payment Action","Payment Action"
"Consult the store's business sector to be able to select capturing the payment at the time of the purchase or at a later moment.","Consult the store's business sector to be able to select capturing the payment at the time of the purchase or at a later moment."
"Use Binary Mode","Use Binary Mode"
"Installment and interest","Installment and interest"
"Set within your account","Set within your account"
"Minimum amount for payment with this payment method.","Minimum amount for payment with this payment method."
"Maximum amount for payment with this payment method.","Maximum amount for payment with this payment method."
Pse,Pse
"Minimum amount to pay with Pse.","Minimum amount to pay with Pse."
"Maximum amount to pay with Pse.","Maximum amount to pay with Pse."
Webpay,Webpay
"Minimum amount to pay with Webpay.","Minimum amount to pay with Webpay."
"Maximum amount to pay with Webpay.","Maximum amount to pay with Webpay."
"Store information hosted in Mercado Pago","Store information hosted in Mercado Pago"
"User Id","User Id"
"User Email","User Email"
"User Name","User Name"
"mp_payment_id","Payment Id (Mercado Pago)"
"card_installments","Installments"
"card_finance_cost","Financial Cost"
"card_type","Card Type"
"card_number","Card Number"
"card_holder_name","Card Holder Name"
"card_exp_year","Card Exp Year"
"card_exp_month","Card Exp Month"
"payer_document_identification","Document number"
"payer_first_name","First Name"
"payer_last_name","Last Name"
"init_point","Url"
"date_of_expiration","Date of Expiration"
"barcode","Barcode"
"external_resource_url","External Resource Url"
"verification_code","Verification Code"
"financial_institution","Financial Institution"
"payer_document_type","Payer Document Type"
"mp_status","Status (Mercado Pago)"
"mp_status_detail","Status Detail (Mercado Pago)"
"Link","Link"
"Line Code","Line Code"
"Payer Document Type","Payer Document Type"
"Payment Type (Mercado Pago)","Payment Type (Mercado Pago)"
"Installments (Mercado Pago)","Installments (Mercado Pago)"
"Pix QR Code","Pix QR Code"
"Pix Code","Pix Code"
"The order %1, was refunded directly on Mercado Pago, you need to check stock of sold items.","The order %1, was refunded directly on Mercado Pago, you need to check stock of sold items."
"The order %1, was refunded directly on Mercado Pago, but an error occured when refunding offline, you need to check order refunds and stock of sold items.","The order %1, was refunded directly on Mercado Pago, but an error occured when refunding offline, you need to check order refunds and stock of sold items."
"Order refunded in Mercado Pago, refunded offline in the store.","Order refunded in Mercado Pago, refunded offline in the store."
"Order refunded.","Order refunded."
"API Integration","API Integration"
"Receive refund notification","Receive refund notification"
"Enable the creation of a Credit Note when a refund occurs in Mercado Pago.","Enable the creation of a Credit Note when a refund occurs in Mercado Pago."
"Enable Facebook pixel","Enable Facebook pixel"
"Enable Google pixel","Enable Google pixel"
"Please check store id %1 credentials, they are invalid so they were deleted.","Please check store id %1 credentials, they are invalid so they were deleted."
"Your payment was declined due to an error in the store setup. Please get in touch with the store support and try again later.","Your payment was declined due to an error in the store setup. Please get in touch with the store support and try again later."
"It was not possible to complete the payment due to a communication error. Please try again later.","It was not possible to complete the payment due to a communication error. Please try again later."
"Your payment was declined because some of your card details are incorrect. Please check the information to complete the purchase.","Your payment was declined because some of your card details are incorrect. Please check the information to complete the purchase."
"Your payment was declined. We recommend that you use the device and payment method you usually use for online shopping.","Your payment was declined. We recommend that you use the device and payment method you usually use for online shopping."
"It was not possible to complete the payment. Please use another method to complete the purchase.","It was not possible to complete the payment. Please use another method to complete the purchase."
"It was not possible to complete the payment due to a communication error. Please try again later or use another payment method.","It was not possible to complete the payment due to a communication error. Please try again later or use another payment method."
"Offline Payments Methods","Offline Payments Methods"
"Exclude Payment Methods","Exclude Payment Methods"
"Select the payment methods you do NOT want to accept.","Select the payment methods you do NOT want to accept."
"Payment Title","Payment Title"
"Accept all payment methods","Accept all payment methods"
"There are no payment methods available, please contact the seller.", "There are no payment methods available, please contact the seller."
"Generate the ticket and pay it wherever you want.","Generate the ticket and pay it wherever you want."
"Will be approved within 2 business days.","Will be approved within 2 business days."
"Ticket - MercadoPago","Ticket - MercadoPago"
"Expiration","Expiration"
"PAYMENT INFORMATION","PAYMENT INFORMATION"
"Payment Number (Mercado Pago): %1","Payment Number (Mercado Pago): %1"
"FIRST PAYMENT METHOD", "FIRST PAYMENT METHOD"
"Card number:","Card number:"
"Expiration date:","Expiration date:"
"Card holder:","Card holder:"
"Payment method:","ayment method:"
"Installments:","Installments:"
"Identification in the invoice:","Identification in the invoice:"
"Payment status:","Payment status:"
"Detailed payment status:","Detailed payment status:"
"SECOND PAYMENT METHOD","SECOND PAYMENT METHOD"
"Your order is <b>%1</b>!","Your order is <b>%1</b>!"
"Thank you for your purchase!","Thank you for your purchase!"
"We are processing your payment","We are processing your payment"
"Continue Shopping","Continue Shopping"
"Create an Account","Create an Account"
"First card details:","First card details:"
"Enter the amount to be paid with the first method *", "Enter the amount to be paid with the first method *"
"Value not allowed!","Value not allowed!"
"Remaining value ","Remaining value "
"Credit card","Credit card"
"Second card details:","Second card details:"
"Payment processed by Mercado Pago","Payment processed by Mercado Pago"
"This is a required field.","This is a required field."
"You can track your order status by creating an account.","You can track your order status by creating an account."
"cardNumber should be a number.","cardNumber should be a number."
"cardNumber is empty.","cardNumber is empty."
"cardNumber should be of length between '8' and '19'.","cardNumber should be of length between '8' and '19'."
"securityCode should be a number.","securityCode should be a number."
"securityCode should be of length '3' or '4'.","securityCode should be of length '3' or '4'."
"securityCode is empty.","securityCode is empty."
"expirationMonth should be a number.","expirationMonth should be a number."
"expirationMonth is empty.","expirationMonth is empty."
"expirationYear should be of length '2' or '4'.","expirationYear should be of length '2' or '4'."
"expirationYear should be a number.","expirationYear should be a number."
"expirationYear is empty.","expirationYear is empty."
"expirationMonth should be a value from 1 to 12.","expirationMonth should be a value from 1 to 12."
"expirationYear value should be greater or equal than %1.", "Expiration year is invalid"
"expirationMonth value should be greater than '%1' or expirationYear value should be greater than '%2'.", "Expiration month or expiration year value is invalid."
"cardNumber should be of length '16'.","Card number should be of length 16."
"Pay with two cards","Pay with two cards"
"Payment with two cards","Payment with two cards"
"Interest-free","Interest-free"
"Your Bank will apply Interest","Your Bank will apply Interest"
"Complete your order to proceed with payment.","Complete your order to proceed with payment."
"approved","Approved"
"cancelled","Cancelled"
"authorized","Authorized"
"accredited","Accredited"
"rejected","Rejected"
"pending","Pending"
"partially_refunded","Partially Refunded"
"cc_rejected_call_for_authorize","Authorization request rejected"
"in_process","In process"
"by_admin","By Admin"
"cc_rejected_high_risk","High risk"
"cc_rejected_insufficient_amount","Insufficient amount"
"cc_rejected_other_reason","Other reason"
"cc_rejected_bad_filled_security_code","Bad filled security_code"
"cc_rejected_bad_filled_other","Bad filled"
"cc_rejected_bad_filled_card_number","Bad filled card_number"
"cc_rejected_bad_filled_date","Bad filled date"
"cc_rejected_card_disabled","Card disabled"
"cc_rejected_max_attempts","Max attempts"
"cc_rejected_invalid_installments","Invalid installments"
"cc_rejected_duplicated_payment","Duplicated payment"
"bank_rejected","Bank rejected"
"bank_error","Bank error"
"rejected_by_bank","Rejected by bank"
"refunded","Refunded"
"by_collector","By collector"
"expired","Expired",
"by_payer","By payer"
"pending_review_manual","Pending manual review"
"pending_capture","Pending capture"
"reimbursed","Reimbursed"
"pending_waiting_payment","Waiting pending payment"
"pending_waiting_for_remedy","Pending awaiting solution"
"unavailable","Unavailable"
"pending_waiting_transfer","Pending awaiting transfer"
"Credit or Debit Card","Credit or Debit Card"
"Email Address","Email Address"
"We'll email you an order confirmation with details and tracking info.","We'll email you an order confirmation with details and tracking info."
"Your order number is: %1.","Your order number is: %1!"
"Your order # is: <span>%1</span>.","Your order # is: <span>%1</span>!"
"By continuing, you agree to our ","By continuing, you agree to our "
"Terms and Conditions.","Terms and Conditions."
"Status (Mercado Pago)","Status (Mercado Pago)"
"Status Detail (Mercado Pago)","Status Detail (Mercado Pago)"
"Google Ads - Id","Google Ads - Id"
"Google Ads - Label","Google Ads - Label"
"The card details are incorrect.","The card details are incorrect."
"The payment was rejected due to suspicion of fraud.","The payment was rejected due to suspicion of fraud."
"The payment method used requires prior authorization of the purchase amount.","The payment method used requires prior authorization of the purchase amount."
"This card is blocked.","This card is blocked."
"You made a similar payment a short time ago. Please use another payment method.","You made a similar payment a short time ago. Please use another payment method."
"Something went wrong with the payment. Please use another card or choose a different payment method.","Something went wrong with the payment. Please use another card or choose a different payment method."
"The number of installments chosen is invalid.","The number of installments chosen is invalid."
"The maximum number of attempts was reached.","The maximum number of attempts was reached."
"Something went wrong. Please try again.","Something went wrong. Please try again."
"It was not possible to complete the payment. Please use another method to complete the purchase.","It was not possible to complete the payment. Please use another method to complete the purchase."
"Your payment was declined because some of your card details are incorrect. Please check the information to complete the purchase or try another payment method.","Your payment was declined because some of your card details are incorrect. Please check the information to complete the purchase or try another payment method."
"Your credentials are incorrect. Please double-check in your account your credentials are correct.","Your credentials are incorrect. Please double-check in your account your credentials are correct."
"Your credentials are incorrect. Test credentials have been filled in and should be used in sandbox mode. Please check the credentials again.","Your credentials are incorrect. Test credentials have been filled in and should be used in sandbox mode. Please check the credentials again."
"Your credentials are incorrect. Production credentials have been filled in and should be used in production mode. Please check the credentials again.","Your credentials are incorrect. Production credentials have been filled in and should be used in production mode. Please check the credentials again."
"Minimum transaction amount not allowed for the chosen brand. Please choose another flag or make a purchase over %1.","Minimum transaction amount not allowed for the chosen brand. Please choose another flag or make a purchase over %1."
"Download the Boleto","Download the Boleto"
"pending_contingency","pending_contingency"
"Pay with the method of payment you prefer and all the <strong>security of Mercado Pago</strong>.</br>If you already have an account at Mercado Livre, use the same email and password.</br>Use your Mercado Pago account balance or saved cards to buy without filling out more details.","Pay with the method of payment you prefer and all the <strong>security of Mercado Pago</strong>.</br>If you already have an account at Mercado Livre, use the same email and password.</br>Use your Mercado Pago account balance or saved cards to buy without filling out more details."
"Payments with <strong>immediate approval</strong>.<br>The payment term is up to <strong>%1</strong>.<br>At checkout, you will receive the code to make payment at the bank of your choice (check with your bank for your daily Pix transfer limit).","Payments with <strong>immediate approval</strong>.<br>The payment term is up to <strong>%1</strong>.<br>At checkout, you will receive the code to make payment at the bank of your choice (check with your bank for your daily Pix transfer limit)."
"Please fill a valid color in the Checkout Pro configuration","Please fill a valid color in the Checkout Pro configuration"
